datetime,Surface_temperature,Layer1_temperature,Layer2_temperature,Layer3_temperature
2030-01-14 04:00:00,-9.887366,-6.608496,-3.1843336,-2.9210489
2030-01-14 05:00:00,-12.117766,-8.306081,-4.5652947,-4.315417
2030-01-14 06:00:00,-10.44917,-7.4100633,-4.326268,-4.064641
2030-01-14 07:00:00,-9.795253,-6.946261,-3.9687908,-3.5495145
2030-01-14 08:00:00,-7.141307,-5.67823,-4.293361,-4.0280285
2030-01-14 09:00:00,6.2192607,1.9575229,-2.5389652,-2.5990465
2030-01-14 10:00:00,17.207642,8.451916,-0.518838,-0.5727931
2030-01-14 11:00:00,22.978899,11.684756,0.06297136,-0.3690842
2030-01-14 12:00:00,23.415236,12.377334,1.1161413,0.74623656
2030-01-14 13:00:00,28.210892,15.933758,3.365137,3.0062134
2030-01-14 14:00:00,27.14057,16.469177,5.494878,4.9407926
2030-01-14 15:00:00,18.50051,12.471091,5.9925594,5.351404
2030-01-14 16:00:00,14.114752,10.586683,6.5626607,5.9685564
2030-01-14 17:00:00,6.3212466,6.734482,6.474312,5.7684574
2030-01-14 18:00:00,0.9661287,3.9863405,6.1865034,5.262242
2030-01-14 19:00:00,-2.7132542,1.1039166,4.23791,3.5682774
2030-01-14 20:00:00,-3.5838313,0.36461708,3.766836,3.2056308
2030-01-14 21:00:00,-3.8632765,-0.15350744,3.11346,2.6400545
2030-01-14 22:00:00,-4.424635,-0.8576657,2.3177283,1.822764
2030-01-14 23:00:00,-5.6836476,-2.3527112,0.56624943,0.057622127
2030-01-15 00:00:00,-6.15372,-3.0882463,-0.46113494,-0.9797836
2030-01-15 01:00:00,-6.192247,-3.7963738,-1.7287121,-2.179978
2030-01-15 02:00:00,-4.459423,-2.7720811,-1.5396509,-2.245701
2030-01-15 03:00:00,-4.949862,-3.1521914,-1.7674792,-2.3152592
2030-01-15 04:00:00,-7.8012466,-5.539474,-4.0281262,-4.7543855
2030-01-15 05:00:00,-7.910016,-5.5873947,-3.9001272,-4.486365
2030-01-15 06:00:00,-7.929791,-5.4447355,-3.4635377,-3.962329
2030-01-15 07:00:00,-7.6383705,-5.5493574,-3.9908864,-4.480697
2030-01-15 08:00:00,-5.0841985,-4.075441,-3.41073,-3.6899498
2030-01-15 09:00:00,9.548513,4.453426,-0.9388995,-1.2666925
2030-01-15 10:00:00,18.087305,9.571648,0.9226383,0.7701916
2030-01-15 11:00:00,26.92836,15.359123,3.462496,2.9959648
2030-01-15 12:00:00,25.2763,15.419966,5.568939,5.2680497
2030-01-15 13:00:00,21.224724,14.19557,7.428718,7.5843043
2030-01-15 14:00:00,15.086016,11.60123,8.373605,8.695627
2030-01-15 15:00:00,13.9324,11.8069725,9.847456,10.196939
2030-01-15 16:00:00,11.746995,11.32068,10.991421,11.224416
2030-01-15 17:00:00,6.3605714,8.626439,11.031598,11.353683
2030-01-15 18:00:00,2.1775632,5.4491067,8.284212,7.8968987
